Company Symbol,Security,GICS Sector,GICS Sub-Industry,Shares,1/1/2020,1/2/2020,1/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,1/8/2020,1/9/2020,1/10/2020,1/11/2020,1/12/2020
MMM,3M Company,Industrials,Industrial Conglomerates,576822000,180,156.59,153.02,133.14,148.6,155.58,155.43,150.41,164.8,158.79,162.94,170.52
ABT,Abbott Laboratories,Health Care,Health Care Equipment,1772362000,86.95,87.06,81.61,76.57,89.85,93.01,91.64,100.68,106.55,108.64,107.48,108.49
ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,1765474000,89.55,82.3,88.69,73.42,82.84,90.7,99.14,95.94,92.24,87.14,88.25,104.04
ABMD,ABIOMED Inc,Health Care,Health Care Equipment,45190000,168.81,185.95,155.1,144.48,183.49,226.14,255.22,308.35,307.33,260.45,254.85,268.21
ACN,Accenture plc,Information Technology,IT Consulting & Other Services,661135000,210.15,207.8,189.55,154.68,180.09,203.38,214.59,227.18,240.02,225.18,220.19,252.27
ATVI,Activision Blizzard,Communication Services,Interactive Home Entertainment,772857000,58.65,58.21,60.59,57.5,64.72,72.99,78.03,84.79,83.33,82.68,76.4,79.93
ADBE,Adobe Inc.,Information Technology,Application Software,479719000,334.43,358,360.28,301.21,343.84,389.68,439.81,447.97,527.95,499.51,444.94,479.15
AMD,Advanced Micro Devices Inc,Information Technology,Semiconductors,1202712000,49.1,48.02,47.46,43.66,49.88,53.63,52.58,77.67,92.18,84.86,74.7,92.63
AAP,Advance Auto Parts,Consumer Discretionary,Automotive Retail,67855000,159.41,132.65,132.99,89.17,116.59,139.79,141.95,152.55,156.39,154.85,151.38,152.61
AES,AES Corp,Utilities,Independent Power Producers & Energy Traders,665131000,20.03,20.31,18.22,12.8,12.94,12.55,14.41,15.12,17.91,17.92,20,20.6
AFL,AFLAC Inc,Financials,Life & Health Insurance,702445000,53.35,52.01,45.29,31.9,36.62,36.97,35.39,35.36,36.7,36.39,35.52,44.7
A,Agilent Technologies Inc,Health Care,Health Care Equipment,306850000,85.95,82.15,81.97,68.92,74.21,89.91,88.11,99.09,101.12,101.22,105.24,115.36
APD,Air Products & Chemicals Inc,Materials,Industrial Gases,221049000,231.14,243.01,230.65,189.28,222.25,242.6,243.75,278.41,302.73,294.67,286.69,283.18
AKAM,Akamai Technologies Inc,Information Technology,Internet Services & Infrastructure,162794000,87.64,93.68,90.91,91.6,95.86,105.71,106.33,112.98,119.03,109.93,95.81,104.21
ALK,Alaska Air Group Inc,Industrials,Airlines,123664000,68.17,64.65,50.03,26.35,30.11,36.11,35.7,34,39.15,36.91,38.27,50.94
ALB,Albemarle Corp,Materials,Specialty Chemicals,106457000,72.61,80.79,84.3,54.84,57.44,77.42,76.06,83.33,97.39,86.73,96.84,135.88
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,138516000,159.73,164.81,155.58,131.24,150.99,154.1,165.41,176.33,166.54,163.19,154.92,168.11
ALXN,Alexion Pharmaceuticals,Health Care,Biotechnology,218721000,107.84,100.85,96.16,89.93,103.91,118.92,112.39,104.85,112.68,115.63,114.83,122.15
ALGN,Align Technology,Health Care,Health Care Supplies,78850000,283.68,253.02,230.22,157.2,203.26,250.55,273.84,287.36,305.43,317.61,458.44,500.1
ALLE,Allegion,Industrials,Building Products,92039000,125.39,132.18,120.86,84.59,97.48,100.65,101.89,100.45,102.1,98.5,101.51,115
LNT,Alliant Energy Corp,Utilities,Electric Utilities,249761000,53.63,59.52,55.36,44.97,47.25,49.46,48.76,53.51,53.48,52.33,56.69,53.37
ALL,Allstate Corp,Financials,Property & Casualty Insurance,304068000,112.82,119.05,112.67,86.4,99.74,99.07,95.53,96.19,92.96,92.26,90.9,104.29
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,300644000,1368.68,1482.6,1386.32,1102.1,1317.32,1434.87,1442,1482.76,1655.08,1487.9,1624.32,1795.36
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,329867000,1367.37,1485.94,1389.11,1105.62,1320.61,1431.82,1438.04,1474.45,1660.71,1490.09,1626.03,1798.1
MO,Altria Group Inc,Consumer Staples,Tobacco,1858419000,49.25,46.26,42.07,37.61,37.91,39.18,39.24,41.01,43.12,38.92,36.48,40.49
AMZN,Amazon.com Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,501751000,1898.01,2004.2,1953.95,1907.7,2286.04,2471.04,2878.7,3111.89,3499.12,3221.26,3004.48,3220.08
AMCR,Amcor plc,Materials,Paper Packaging,1568482000,10.63,10.68,9.79,7.86,8.68,10.18,10.33,10.44,11.24,11.01,10.85,11.53
AEE,Ameren Corp,Utilities,Multi-Utilities,247207000,76.05,82.63,84.42,67.73,71.45,74.37,72.49,79.28,78.48,79.86,83.21,78.51
AAL,American Airlines Group,Industrials,Airlines,604999000,29.09,27.16,18.86,10.69,10.64,11.11,12.81,11.08,13.1,12.58,11.19,14.27
AEP,American Electric Power,Utilities,Electric Utilities,496390000,93.46,104.22,95.09,74.57,81.39,86.14,82,85.77,77.82,83.06,91.23,85.21
AXP,American Express Co,Financials,Consumer Finance,805202000,125.85,131,113.87,77.84,88.32,96.75,94.05,93.54,102.47,101.33,93.4,119.93
AIG,American International Group,Financials,Property & Casualty Insurance,861526000,51.76,51.16,42.85,21.61,23.9,30.55,29.58,32.14,29.15,27.72,32.45,39.31
AMT,American Tower Corp.,Real Estate,Specialized REITs,444213000,228.5,234.07,240.75,206.97,234.2,264.31,265.39,256.58,248.03,242.15,233.49,235.83
AWK,American Water Works Company Inc,Utilities,Water Utilities,181272000,120.2,136.52,130.84,112.8,119.2,127.77,130.62,147.06,140.17,148.57,154.3,154.3
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,117978000,169.23,167.46,150.86,94.31,111.26,143.94,145.83,155.69,157.16,155.31,164.45,190.25
ABC,AmerisourceBergen Corp,Health Care,Health Care Distributors,204250000,85.08,85.7,87.16,86.23,86.38,95.15,99.45,104.48,94.3,95.36,98.94,102.19
AME,AMETEK Inc.,Industrials,Electrical Components & Equipment,230065000,100.8,97.72,90.02,69.81,80.49,92.02,87.59,94.95,102.02,99.85,102.27,117.24
AMGN,Amgen Inc.,Health Care,Biotechnology,582169000,240.1,216.88,212.2,197.81,230.98,226.91,255.12,247.36,250.86,255.39,220.21,225.08
APH,Amphenol Corp,Information Technology,Electronic Components,299155000,109.23,99.95,94.93,69.52,85.5,97.73,95.08,107.39,110.79,109.79,115.07,131.61
ADI,"Analog Devices, Inc.",Information Technology,Semiconductors,369485000,120.43,110,111.27,84.09,103.64,112.78,120.37,116.57,118.76,118.99,118.48,140.73
ANSS,ANSYS,Information Technology,Application Software,85884000,259.59,281.33,258.81,211.25,255.64,286.7,294.32,315.23,343.89,334.8,311.23,340.85
ANTM,Anthem,Health Care,Managed Health Care,248704000,300.87,266.43,271.27,214.3,269.57,290.03,268.68,270.75,273.08,270.17,278.25,313.9
AON,Aon plc,Financials,Insurance Brokers,228616000,208.79,225.03,221.06,153.68,178.21,196.14,191.14,200.23,202.65,206.18,180.64,210.69
AOS,A.O. Smith Corp,Industrials,Building Products,135430000,47.77,42.28,41,35.61,41.65,47.32,46.3,48.37,49.33,53.59,52.85,55.06
APA,Apache Corporation,Energy,Oil & Gas Exploration & Production,377478000,25.36,27.56,25.52,4.02,11.28,11.73,13,15.72,14.94,9.31,8.89,12.37
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",16823260000,75.09,77.17,74.7,60.23,72.27,80.46,91.03,108.94,134.18,116.79,108.77,122.72
AMAT,Applied Materials Inc.,Information Technology,Semiconductor Equipment,914344000,62.2,59.72,60.16,43.3,46.89,55.69,59.68,65.01,61.89,60.65,60.33,84.27
APTV,Aptiv PLC,Consumer Discretionary,Auto Parts & Equipment,270025000,96.31,86.72,82.17,45.92,65.75,76.64,75.42,79.72,87.05,93.96,97.88,122.21
ADM,Archer-Daniels-Midland Co,Consumer Staples,Agricultural Products,556389000,46.11,44.96,38.84,33.87,35.12,38.89,39.41,42.93,45.14,46.6,48.56,50.11
ANET,Arista Networks,Information Technology,Communications Equipment,75661000,204.72,225.27,196.59,192.77,207.64,234.64,209.44,260.51,224.1,207.05,216.12,273
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,192322000,95.51,104.26,103.51,77,77.51,94.46,97.35,106.09,105.69,105.61,106.53,116.71
AIZ,Assurant,Financials,Multi-line Insurance,59318000,132.36,132.75,127.89,102.12,102.32,103.06,101.07,107.29,123.15,122.47,129.93,131.36
T,AT&T Inc.,Communication Services,Integrated Telecommunication Services,7126000000,38.86,36.96,37.18,28.05,29.9,30.93,29.9,29.62,29.47,28.49,27.34,28.87
ATO,Atmos Energy,Utilities,Gas Utilities,126037000,110.38,118.67,107.89,94.64,100.1,102.95,100.69,105.31,97.43,95.47,95.51,96.64
ADSK,Autodesk Inc.,Information Technology,Application Software,219889000,187.83,199.26,190.83,139.22,174.9,219.29,241.22,239.48,253.51,233.96,240.74,279.11
ADP,Automatic Data Processing,Information Technology,Internet Services & Infrastructure,428814000,170.32,173.94,163,129.72,140.42,145.55,149.11,134.46,138.53,137.7,161.46,174.67
AZO,AutoZone Inc,Consumer Discretionary,Specialty Stores,22759000,1189.74,1050.45,1046.89,776.86,994.45,1138.2,1130.48,1206.9,1222.43,1181.72,1141.15,1164.84
AVB,AvalonBay Communities,Real Estate,Residential REITs,139609000,207.24,216.69,209.67,138.02,158.44,160.42,159.05,149.93,158.2,155.6,145.34,167.45
AVY,Avery Dennison Corp,Materials,Paper Packaging,83418000,129.31,133.98,120.01,95.93,108.07,112.97,114.02,112.81,117.66,124.65,141.7,151.75
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,649140000,25.61,21.51,17.17,9.8,13.7,16.33,15.41,15.63,13.88,12.76,15.71,19.23
BLL,Ball Corp,Materials,Metal & Glass Containers,327112000,63.88,74.15,75.17,64.17,65.61,71.17,70.68,74.18,81.97,82.6,90.2,96.82
BAC,Bank of America Corp,Financials,Diversified Banks,8650790000,35.64,32.97,29.37,19.77,23.08,24.61,23.26,24.99,25.71,24.1,24.08,28.69
BK,The Bank of New York Mellon,Financials,Asset Management & Custody Banks,886136000,50.92,45.21,40.96,32.7,36,37.7,37.59,36.03,37.21,34.17,35.1,39.46
BAX,Baxter International Inc.,Health Care,Health Care Equipment,510818000,85.87,89.69,87.18,78.66,87.84,90.39,87.31,83.16,85.55,79.72,78.67,75.51
BDX,Becton Dickinson,Health Care,Health Care Equipment,290852000,272.54,279.31,245.32,225.4,251.87,244.85,241.53,283.68,240.84,230.85,234.79,238.65
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,1370952000,228.39,223.47,217.63,175.95,182.67,183.84,177.99,199.26,218.55,212.02,204.31,229.68
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,258945000,87.31,85.26,79.61,53.9,72.26,77.5,87.35,100.89,113.5,114.09,115.72,108.86
BIO,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,24741000,372.16,364.01,368.95,334.87,431.79,492.42,454.43,531.04,509.66,520.81,591.02,557.28
BIIB,Biogen Inc.,Health Care,Biotechnology,153882000,294.24,272.73,327.89,293.27,293.09,301.45,264.77,278.16,279.75,285.57,248.99,243.16
BLK,BlackRock,Financials,Asset Management & Custody Banks,152511000,508.98,530.08,487.94,409.54,484.16,538.23,544.32,579.95,596.24,567.91,614.87,715.23
BA,Boeing Company,Industrials,Aerospace & Defense,564530000,333.32,316,289.27,130.7,133.37,151.39,180.32,162.27,172.1,167.86,148.6,213.01
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,40955000,2074.58,1839.03,1728.98,1271.63,1448.79,1670.73,1658.79,1650.24,1928.86,1742.98,1604.13,2052.67
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,244519000,43.95,34.38,32.33,22.66,27.16,33.26,34.24,36.93,41.58,39.54,35.6,38.71
BXP,Boston Properties,Real Estate,Office REITs,155660000,135.58,143.17,134.54,85.25,92.93,89,90.05,86.24,85.36,82.83,76.05,99.83
BSX,Boston Scientific,Health Care,Health Care Equipment,1431921000,45.33,42.23,38.27,30.19,35.99,37.5,35.28,38,41.47,38.42,34.55,33.65
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,2259752000,63.34,63.58,60.34,54.82,60.26,60.29,59.43,59.1,60.97,59.82,59.49,62.41
AVGO,Broadcom Inc.,Information Technology,Semiconductors,406713000,322.39,305.23,284.97,223.63,259.7,289.99,312.73,321.23,359.54,368.6,351.25,404.57
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,115619000,123.78,116.43,106.25,91.32,113.06,122.23,127.27,137.04,139.35,133.94,140.77,148.45
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,309489000,67.06,68.74,64.32,53.47,61.02,65.52,64.52,69.06,72.6,75.48,70.86,81.6
CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,135946000,77.83,72.01,70.09,66.57,70.83,80.66,79.09,93.54,99.22,101.22,87.34,93.83
COG,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,398580000,17.23,14.16,14.55,16.64,20.22,19.83,17,19.12,18.59,16.85,17.42,17.38
CDNS,Cadence Design Systems,Information Technology,Application Software,278931000,71.44,72.83,68.36,65.24,75.84,91.68,97.07,111.77,113.98,108.63,110.51,115.65
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,302945000,48.49,48.87,47.98,45.98,50.41,51.72,49.31,49.71,51.4,48.52,47.68,50.25
COF,Capital One Financial,Financials,Consumer Finance,457397000,103.61,99.75,91.47,44.68,61.58,68.99,60.7,63.49,68.58,72.93,75.68,89.7
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,293421000,50.09,51.26,54.02,47.71,47.42,54.7,51.68,58.04,49.34,46.08,47.52,54.03
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,162541000,89.51,95.06,89.74,52.36,71.07,90.09,89.02,97.4,108.58,93.49,89.08,96.14
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",777995000,51.31,42.75,33.06,8.8,13.93,16.8,16.36,13.07,16.51,15.03,13.55,20.15
CARR,Carrier Global,Industrials,Building Products,866687000,#N/A,#N/A,#N/A,15.05,16.77,21.82,22.61,27.62,30.3,30.77,35.1,37.6
CTLT,Catalent,Health Care,Pharmaceuticals,164698000,56.6,61.65,53.34,48.02,66.61,76.64,73.37,90.17,90.68,86.33,88.53,95.77
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,543258000,150.53,129.77,127.6,111.35,110.88,120.5,126.06,131.78,146.05,146.71,163.27,173.26
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,111626296,119.52,123.86,118.18,88.18,94.01,105.08,96.46,86.33,90.07,88.59,83.37,93.45
CBRE,CBRE Group,Real Estate,Real Estate Services,335456000,61.48,62.02,58.19,35.74,39.7,44.14,44.85,41.35,47.77,47.4,52.67,61.64
CDW,CDW,Information Technology,Technology Distributors,142988000,143.88,132.89,119.98,88.83,106.82,111.91,115.53,117.46,112.59,123.5,126.45,132.02
CE,Celanese,Materials,Specialty Chemicals,116895000,121.43,104.76,96.37,68.05,79.31,89.34,85.73,96.48,105.17,106.04,117.5,130.32
CNC,Centene Corporation,Health Care,Managed Health Care,579798000,61.88,62.88,55.44,56.12,64.97,65.7,65.41,63.1,61.37,58.82,62.38,62.87
CNP,CenterPoint Energy,Utilities,Multi-Utilities,544821000,26.95,26.34,23.75,14.12,16.46,18.05,19.27,19.32,20,19.4,21.47,22.83
CERN,Cerner,Health Care,Health Care Technology,306590000,73.62,73.17,72.55,60.71,66.71,72.59,69.49,68.82,72.47,72.31,71.87,75.37
CF,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,213916000,46.4,39.75,38.22,25.85,26.61,29.59,28.54,31.45,33.41,29.88,28.07,37.5
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,1797212000,48.23,45.68,41.98,32.96,36.45,36.51,33.02,33.34,35.8,37.73,41.26,50.02
CHTR,Charter Communications,Communication Services,Cable & Satellite,199875000,490.43,532.05,497.13,424.03,509.64,541.3,521.91,589.7,617.24,635.11,588.43,662.25
CVX,Chevron Corp.,Energy,Integrated Oil & Gas,1925052000,121.43,106.28,96.59,68.56,89.44,92.79,87.62,84.81,83.08,70.42,72.15,87.45
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,27980000,858.19,867.33,768.81,619.36,874.92,1047.88,1068.36,1146.71,1372.22,1238.02,1188.54,1321.06
CB,Chubb Limited,Financials,Property & Casualty Insurance,451371000,156.02,153.23,151.81,104.17,101.59,119.56,125.66,126.45,124.86,115.88,134.62,152.63
CHD,Church & Dwight,Consumer Staples,Household Products,248450000,70.03,75.11,74.96,63.8,71.22,75.3,77.9,93.41,95.33,93.1,87.9,87.84
CI,CIGNA Corp.,Health Care,Managed Health Care,361267000,204.94,191.77,194.34,173.07,187.09,198.1,190.5,173,176.15,167.38,174.84,207.51
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,160897000,105.96,106.31,101.36,73.57,60.95,59.64,64.1,78.4,80,76.49,72.22,80
CTAS,Cintas Corporation,Industrials,Diversified Support Services,104986000,270.79,282.01,279.6,162.69,211.81,250.94,267.97,298.74,335.31,341.93,320.37,359.08
CSCO,Cisco Systems,Information Technology,Communications Equipment,4225514000,48.42,46.53,41.17,38.33,40.92,46.3,46.06,47.16,42.03,38.8,35.9,43.54
C,Citigroup Inc.,Financials,Diversified Banks,2081960000,81.23,75.13,67.59,38.51,45.52,49.45,50.35,50.39,51.2,43.44,42.21,55.47
CFG,Citizens Financial Group,Financials,Regional Banks,427073000,40.75,37.68,33.32,17.3,21.42,24.73,24.23,24.23,26.17,25.43,28.03,33.62
CTXS,Citrix Systems,Information Technology,Application Software,123124000,111.67,122.67,108.78,139.14,142.58,146.65,149.38,139.85,145.23,139.2,114.43,125.59
CLX,The Clorox Company,Consumer Staples,Household Products,126050000,152.61,155.84,172.01,174.66,192.71,204.21,219.57,231.96,220.09,211.65,216.03,203.21
CME,CME Group Inc.,Financials,Financial Exchanges & Data,358987000,201.85,214.57,209.4,166.2,173.65,182.32,168.9,163,173.78,170.25,152.28,179.16
CMS,CMS Energy,Utilities,Multi-Utilities,286334000,61.71,68.48,64.14,55.71,55.95,59.01,59.96,62.97,60.22,61.68,64.35,61.51
KO,Coca-Cola Company,Consumer Staples,Soft Drinks,4297435000,54.99,58.58,55.92,42.12,45.6,46.99,44.82,46.3,49.12,49.18,48.62,52.04
CTSH,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,534641000,61.92,62.61,61.33,42.51,56.5,52.85,56.42,68.04,66.97,69.33,70.8,78.66
CL,Colgate-Palmolive,Consumer Staples,Household Products,857169000,68.12,74.93,72.44,65.55,68.53,72.73,73.03,76.57,78.09,77.06,80.16,86.26
CMCSA,Comcast Corp.,Communication Services,Cable & Satellite,4565879000,45.37,42.66,42.52,32.42,36.98,40.18,39.7,42.88,45.05,46.44,41.4,51.02
CMA,Comerica Inc.,Financials,Diversified Banks,139088000,71.75,62,55.02,27.17,32.83,37.58,35.94,38.05,39.89,38.08,47.21,51.16
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,488518000,33.63,32.94,28.24,29.76,33.28,34.72,35.67,37.56,37.83,35.87,35.6,36.29
CXO,Concho Resources,Energy,Oil & Gas Exploration & Production,196295000,86.95,75.62,69.06,41.64,56.73,56.62,50.87,50.74,51.14,42.35,43.77,56.91
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,1068035000,65.46,59.18,49.23,29.62,39.14,43.39,40.74,36.71,37.16,32.43,30.23,39.27
ED,Consolidated Edison,Utilities,Electric Utilities,342116000,88.86,93.85,84.53,77.61,77.25,75.07,73.1,75.91,69.65,79.04,79.78,76.91
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,169505000,188.3,189.12,177.22,136.88,161.57,173.25,185.88,173.29,185.94,184.61,176.39,205.74
COO,The Cooper Companies,Health Care,Health Care Supplies,49124000,323.32,346.24,335.45,273.05,280.31,315.18,287.51,295.36,309.4,338.77,320.52,334.04
CPRT,Copart Inc,Industrials,Diversified Support Services,236133000,93.48,100.8,86.69,64.79,78.55,89.68,84.59,93.29,104.02,107.22,113.4,115.25
GLW,Corning Inc.,Information Technology,Electronic Components,764010000,29.99,26.91,24.67,19.11,20.66,22.74,25.66,30.9,32.85,32.53,32.47,37.38
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,745016000,28.74,30.12,28.24,22.51,25.49,26.82,27.04,28.52,29.44,28.68,33.48,38.31
COST,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,442955000,291.49,302,309.14,286.78,301.92,308.29,304.75,329.32,351.38,358.46,364.39,387.56
CCI,Crown Castle International Corp.,Real Estate,Specialized REITs,431298000,141.68,149.19,156.24,137.59,156.41,173.77,171.89,164.1,162.1,168.01,159.48,170.8
CSX,CSX Corp.,Industrials,Railroads,764775000,73.19,77.1,70.75,54.85,65,70.86,68.24,70.35,78.04,76.86,81.76,90.62
CMI,Cummins Inc.,Industrials,Industrial Machinery,148007000,179.32,162.89,155.66,130.39,157.43,169.83,170.95,195.31,211.06,207.04,227.68,230.36
CVS,CVS Health,Health Care,Health Care Services,1308913000,74.16,66.93,64.03,58.34,59.7,65.64,64.56,63.86,60.28,57.84,58.08,67.54
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,364627000,52.57,58.74,54.83,32.68,46.54,54.99,53.86,68.32,73.36,77.54,69.18,72.09
DHR,Danaher Corp.,Health Care,Health Care Equipment,710377000,155.11,161,150.69,128.7,160.77,165.38,177.16,206.83,208.38,214.67,232.44,225
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,130328000,112.26,114.92,98.8,46.02,69.85,78.31,76.11,74.49,87.14,104.88,91.84,110.51
DVA,DaVita Inc.,Health Care,Health Care Facilities,112000000,75.25,79.22,82.23,72.6,76.51,80.34,80.64,87.21,87.34,82.82,89.07,108.59
DE,Deere & Co.,Industrials,Agricultural & Farm Machinery,313361000,176.86,158.29,163.92,133.67,138.19,149.14,156.85,177.62,217.69,219.04,231.7,255.13
DAL,Delta Air Lines Inc.,Industrials,Airlines,637734000,59.04,56.04,47.16,23.87,24.12,26.17,27.7,25.2,30.71,31.1,30.22,39.96
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,218555000,56.93,55.62,49.65,37.31,40.29,47.1,44.95,44.68,44.85,43.51,47.7,50.61
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,672292000,25.79,21.18,16.31,6.79,11.15,11.7,11.1,10.6,10.91,9.1,9.43,14
DXCM,DexCom,Health Care,Health Care Equipment,96028000,219.38,237.09,285.73,254.81,341.52,378.7,400.21,443.67,422.19,413.84,312,327.72
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,157974000,92.65,73.08,62.14,25.07,40.28,43.73,39.6,40.01,38.48,29.09,27.71,39.85
DLR,Digital Realty Trust Inc,Real Estate,Specialized REITs,280165000,118,123.14,130.49,134.48,145.92,142.44,147.39,160.66,153.56,147.25,145.95,135.13
DFS,Discover Financial Services,Financials,Consumer Finance,306496000,85.3,75.09,67.88,31.53,41.37,49.84,48.22,49.5,52.97,58.91,67.21,80.15
DISCA,"Discovery, Inc. (Class A)",Communication Services,Broadcasting,160467000,32.22,29.15,26.4,19.45,21.67,21.95,21.07,21.34,21.42,21.51,21.12,27.68
DISCK,"Discovery, Inc. (Class C)",Communication Services,Broadcasting,340171000,30.19,27.68,25.17,17.64,19.54,19.85,19.25,19.13,19.36,19.36,19.13,24.66
DISH,Dish Network,Communication Services,Cable & Satellite,287531000,35.74,36.75,34.33,18.7,23.99,32.63,34.63,33.96,34.57,28.78,25.82,36.14
DG,Dollar General,Consumer Discretionary,General Merchandise Stores,245001000,156.54,154.77,159.6,153.16,173,191.5,190.9,192.89,199.9,211.52,209.52,219.84
DLTR,Dollar Tree,Consumer Discretionary,General Merchandise Stores,235192000,93.78,87.51,84.56,72.94,77.39,96.25,93.39,94.51,93.68,91.87,91.12,112.39
D,Dominion Energy,Utilities,Electric Utilities,815819000,81.96,85.84,84.18,69.93,75.61,85.89,82.35,80.33,77.82,78.59,81.66,80.16
DPZ,Domino's Pizza,Consumer Discretionary,Restaurants,39400000,293.4,270.75,347.52,333.77,357.3,383.58,375.71,387.03,410.15,426.99,376.03,391.75
DOV,Dover Corporation,Industrials,Industrial Machinery,144103000,116.87,113.68,107.4,79.98,91.47,97.75,95.6,103.14,111.42,107.14,114.87,122.64
DOW,Dow Inc.,Materials,Commodity Chemicals,741752000,53.75,46.74,41.42,27.04,33.93,38.61,40.75,40.09,47.27,46.11,47.82,53.53
DTE,DTE Energy Co.,Utilities,Multi-Utilities,193560000,128.7,133.78,116.64,88.08,100.68,108.42,110,113.87,117.79,113.44,125.7,126.24
DUK,Duke Energy,Utilities,Electric Utilities,735959000,90.34,97.67,96.67,77.57,82.64,87.44,81.93,83.81,79.21,90.05,93.82,93.26
DRE,Duke Realty Corp,Real Estate,Industrial REITs,371951000,34.37,36.31,33.9,30.18,33.3,35.2,36.12,39.67,38.56,37.49,39.04,38.6
DD,DuPont de Nemours Inc,Materials,Specialty Chemicals,734161000,63.5,51.81,44.95,32.52,45.07,50.88,52.32,52.46,57.26,54.53,58.8,63.53
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,254412000,36.76,32.17,23.73,11.96,16.79,14.76,16.14,18.15,20.04,18.81,18.96,22.14
EMN,Eastman Chemical,Materials,Diversified Chemicals,135468000,78.67,72.2,62.93,45.51,60.02,68.56,68.7,75.17,76.61,76.31,83.32,98.78
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,398600000,95.87,95.49,95.68,73.14,82.07,84.66,87.1,94.87,103.43,100.59,107.34,120.7
EBAY,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,689339000,36.3,34.39,35.96,28.78,39.25,45.2,52.96,56.57,53.65,52.38,47.87,50.52
ECL,Ecolab Inc.,Materials,Specialty Chemicals,285445000,190.23,201.53,191.22,146.7,190,209.05,200.24,184.41,201.66,197.08,188.85,224.02
EIX,Edison Int'l,Utilities,Electric Utilities,378514000,74.38,77.66,70.44,51.27,55.69,59.25,55.33,53.93,51.81,50.44,57.55,62.09
EW,Edwards Lifesciences,Health Care,Health Care Equipment,623248000,77.5,73.31,70.97,57.54,69.78,74.27,69,78.02,85.91,78.98,72.6,83.88
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,290077000,107.34,105.04,106.89,97.53,113.27,122.78,135.22,142.36,138.29,132.78,119.81,127.24
EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,598039000,77.48,72.6,66.3,45.7,53.79,60.4,61.21,62.77,70.13,64.63,67.96,75.77
ETR,Entergy Corp.,Utilities,Electric Utilities,200233000,117.93,132.19,124.12,85.58,93.57,102.68,96.72,102.62,97.69,101.28,105.34,108.85
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,583378000,84.14,71.37,62.86,34.6,44.57,51.81,49.86,46.37,45.21,34.86,35.15,46.53
EFX,Equifax Inc.,Industrials,Research & Consulting Services,121643000,142.39,152.27,150.87,113.47,137.89,155.05,173.57,162.86,168.69,158.01,141.85,166.94
EQIX,Equinix,Real Estate,Specialized REITs,89102000,579.35,603.6,618.88,595.46,670.85,710.17,728.17,779.12,789.8,768.35,738.32,712.58
EQR,Equity Residential,Real Estate,Residential REITs,372253000,79.77,82.84,79.07,57.7,62.31,61.1,60.83,52.33,56.78,53.44,49.31,58.99
